"Year","GEO","Character","Sex","Age","VALUE"
2001,"Nova Scotia","Labour force","Females","15 years and over",218.3
2001,"Nova Scotia","Labour force","Females","15 to 24 years",38.2
2001,"Nova Scotia","Labour force","Females","25 to 54 years",161.8
2001,"Nova Scotia","Labour force","Females","55 years and over",18.3
2001,"Nova Scotia","Employment","Both sexes","15 years and over",415.4
2001,"Nova Scotia","Employment","Both sexes","15 to 24 years",64.3
2001,"Nova Scotia","Employment","Both sexes","25 to 54 years",309.1
2001,"Nova Scotia","Employment","Both sexes","55 years and over",42.1
2001,"Nova Scotia","Employment","Males","15 years and over",216.9
2001,"Nova Scotia","Employment","Males","15 to 24 years",32.1
2001,"Nova Scotia","Employment","Males","25 to 54 years",159.8
2001,"Nova Scotia","Employment","Males","55 years and over",25
2001,"Nova Scotia","Employment","Females","15 years and over",198.5
2001,"Nova Scotia","Employment","Females","15 to 24 years",32.2
2001,"Nova Scotia","Employment","Females","25 to 54 years",149.2
2001,"Nova Scotia","Employment","Females","55 years and over",17.1
2001,"Nova Scotia","Full-time employment","Both sexes","15 years and over",341.3
2001,"Nova Scotia","Full-time employment","Both sexes","15 to 24 years",37.5
2001,"Nova Scotia","Full-time employment","Both sexes","25 to 54 years",271.1
2001,"Nova Scotia","Full-time employment","Both sexes","55 years and over",32.7
2001,"Nova Scotia","Full-time employment","Males","15 years and over",195.2
2001,"Nova Scotia","Full-time employment","Males","15 to 24 years",20.3
2001,"Nova Scotia","Full-time employment","Males","25 to 54 years",153.6
2001,"Nova Scotia","Full-time employment","Males","55 years and over",21.3
2001,"Nova Scotia","Full-time employment","Females","15 years and over",146.1
2001,"Nova Scotia","Full-time employment","Females","15 to 24 years",17.2
2001,"Nova Scotia","Full-time employment","Females","25 to 54 years",117.5
2001,"Nova Scotia","Full-time employment","Females","55 years and over",11.4
2001,"Nova Scotia","Part-time employment","Both sexes","15 years and over",74.1
2001,"Nova Scotia","Part-time employment","Both sexes","15 to 24 years",26.8
2001,"Nova Scotia","Part-time employment","Both sexes","25 to 54 years",38
2001,"Nova Scotia","Part-time employment","Both sexes","55 years and over",9.4
2001,"Nova Scotia","Part-time employment","Males","15 years and over",21.8
2001,"Nova Scotia","Part-time employment","Males","15 to 24 years",11.8
2001,"Nova Scotia","Part-time employment","Males","25 to 54 years",6.2
2001,"Nova Scotia","Part-time employment","Males","55 years and over",3.8
2001,"Nova Scotia","Part-time employment","Females","15 years and over",52.4
2001,"Nova Scotia","Part-time employment","Females","15 to 24 years",15
2001,"Nova Scotia","Part-time employment","Females","25 to 54 years",31.8
2001,"Nova Scotia","Part-time employment","Females","55 years and over",5.6
2001,"Nova Scotia","Unemployment","Both sexes","15 years and over",44.8
2001,"Nova Scotia","Unemployment","Both sexes","15 to 24 years",13.7
2001,"Nova Scotia","Unemployment","Both sexes","25 to 54 years",27.9
2001,"Nova Scotia","Unemployment","Both sexes","55 years and over",3.1
2001,"Nova Scotia","Unemployment","Males","15 years and over",24.9
2001,"Nova Scotia","Unemployment","Males","15 to 24 years",7.7
2001,"Nova Scotia","Unemployment","Males","25 to 54 years",15.4
2001,"Nova Scotia","Unemployment","Males","55 years and over",1.9
2001,"Nova Scotia","Unemployment","Females","15 years and over",19.8
2001,"Nova Scotia","Unemployment","Females","15 to 24 years",6
2001,"Nova Scotia","Unemployment","Females","25 to 54 years",12.5
2001,"Nova Scotia","Unemployment","Females","55 years and over",1.3
2001,"Nova Scotia","Unemployment rate","Both sexes","15 years and over",9.7
2001,"Nova Scotia","Unemployment rate","Both sexes","15 to 24 years",17.6
2001,"Nova Scotia","Unemployment rate","Both sexes","25 to 54 years",8.3
2001,"Nova Scotia","Unemployment rate","Both sexes","55 years and over",6.9
2001,"Nova Scotia","Unemployment rate","Males","15 years and over",10.3
2001,"Nova Scotia","Unemployment rate","Males","15 to 24 years",19.3
2001,"Nova Scotia","Unemployment rate","Males","25 to 54 years",8.8
2001,"Nova Scotia","Unemployment rate","Males","55 years and over",7.1
2001,"Nova Scotia","Unemployment rate","Females","15 years and over",9.1
2001,"Nova Scotia","Unemployment rate","Females","15 to 24 years",15.7
2001,"Nova Scotia","Unemployment rate","Females","25 to 54 years",7.7
2001,"Nova Scotia","Unemployment rate","Females","55 years and over",7.1
2001,"New Brunswick","Labour force","Both sexes","15 years and over",371.1
2001,"New Brunswick","Labour force","Both sexes","15 to 24 years",64
2001,"New Brunswick","Labour force","Both sexes","25 to 54 years",271.9
2001,"New Brunswick","Labour force","Both sexes","55 years and over",35.2
2001,"New Brunswick","Labour force","Males","15 years and over",198.3
2001,"New Brunswick","Labour force","Males","15 to 24 years",32.7
2001,"New Brunswick","Labour force","Males","25 to 54 years",143.6
2001,"New Brunswick","Labour force","Males","55 years and over",22
2001,"New Brunswick","Labour force","Females","15 years and over",172.8
2001,"New Brunswick","Labour force","Females","15 to 24 years",31.3
2001,"New Brunswick","Labour force","Females","25 to 54 years",128.3
2001,"New Brunswick","Labour force","Females","55 years and over",13.2
2001,"New Brunswick","Employment","Both sexes","15 years and over",330
2001,"New Brunswick","Employment","Both sexes","15 to 24 years",53.1
2001,"New Brunswick","Employment","Both sexes","25 to 54 years",245.5
2001,"New Brunswick","Employment","Both sexes","55 years and over",31.3
2001,"New Brunswick","Employment","Males","15 years and over",173.3
2001,"New Brunswick","Employment","Males","15 to 24 years",26
2001,"New Brunswick","Employment","Males","25 to 54 years",128.2
2001,"New Brunswick","Employment","Males","55 years and over",19.1
2001,"New Brunswick","Employment","Females","15 years and over",156.6
2001,"New Brunswick","Employment","Females","15 to 24 years",27.1
2001,"New Brunswick","Employment","Females","25 to 54 years",117.4
2001,"New Brunswick","Employment","Females","55 years and over",12.2
2001,"New Brunswick","Full-time employment","Both sexes","15 years and over",280.6
2001,"New Brunswick","Full-time employment","Both sexes","15 to 24 years",34.3
2001,"New Brunswick","Full-time employment","Both sexes","25 to 54 years",220.8
2001,"New Brunswick","Full-time employment","Both sexes","55 years and over",25.5
2001,"New Brunswick","Full-time employment","Males","15 years and over",159.3
2001,"New Brunswick","Full-time employment","Males","15 to 24 years",18.1
2001,"New Brunswick","Full-time employment","Males","25 to 54 years",124.3
2001,"New Brunswick","Full-time employment","Males","55 years and over",17
2001,"New Brunswick","Full-time employment","Females","15 years and over",121.2
2001,"New Brunswick","Full-time employment","Females","15 to 24 years",16.1
2001,"New Brunswick","Full-time employment","Females","25 to 54 years",96.6
2001,"New Brunswick","Full-time employment","Females","55 years and over",8.5
2001,"New Brunswick","Part-time employment","Both sexes","15 years and over",49.4
2001,"New Brunswick","Part-time employment","Both sexes","15 to 24 years",18.9
2001,"New Brunswick","Part-time employment","Both sexes","25 to 54 years",24.7
2001,"New Brunswick","Part-time employment","Both sexes","55 years and over",5.8
2001,"New Brunswick","Part-time employment","Males","15 years and over",14
2001,"New Brunswick","Part-time employment","Males","15 to 24 years",7.9
2001,"New Brunswick","Part-time employment","Males","25 to 54 years",3.9
2001,"New Brunswick","Part-time employment","Males","55 years and over",2.2
2001,"New Brunswick","Part-time employment","Females","15 years and over",35.4
2001,"New Brunswick","Part-time employment","Females","15 to 24 years",11
2001,"New Brunswick","Part-time employment","Females","25 to 54 years",20.8
2001,"New Brunswick","Part-time employment","Females","55 years and over",3.6
2001,"New Brunswick","Unemployment","Both sexes","15 years and over",41.1
2001,"New Brunswick","Unemployment","Both sexes","15 to 24 years",10.9
2001,"New Brunswick","Unemployment","Both sexes","25 to 54 years",26.4
2001,"New Brunswick","Unemployment","Both sexes","55 years and over",3.9
2001,"New Brunswick","Unemployment","Males","15 years and over",25
2001,"New Brunswick","Unemployment","Males","15 to 24 years",6.7
2001,"New Brunswick","Unemployment","Males","25 to 54 years",15.4
2001,"New Brunswick","Unemployment","Males","55 years and over",2.8
2001,"New Brunswick","Unemployment","Females","15 years and over",16.2
2001,"New Brunswick","Unemployment","Females","15 to 24 years",4.2
2001,"New Brunswick","Unemployment","Females","25 to 54 years",10.9
2001,"New Brunswick","Unemployment","Females","55 years and over",1
2001,"New Brunswick","Unemployment rate","Both sexes","15 years and over",11.1
2001,"New Brunswick","Unemployment rate","Both sexes","15 to 24 years",17
2001,"New Brunswick","Unemployment rate","Both sexes","25 to 54 years",9.7
2001,"New Brunswick","Unemployment rate","Both sexes","55 years and over",11.1
2001,"New Brunswick","Unemployment rate","Males","15 years and over",12.6
2001,"New Brunswick","Unemployment rate","Males","15 to 24 years",20.5
2001,"New Brunswick","Unemployment rate","Males","25 to 54 years",10.7
2001,"New Brunswick","Unemployment rate","Males","55 years and over",12.7
2001,"New Brunswick","Unemployment rate","Females","15 years and over",9.4
2001,"New Brunswick","Unemployment rate","Females","15 to 24 years",13.4
2001,"New Brunswick","Unemployment rate","Females","25 to 54 years",8.5
2001,"New Brunswick","Unemployment rate","Females","55 years and over",7.6
2001,"Quebec","Labour force","Both sexes","15 years and over",3772.7
2001,"Quebec","Labour force","Both sexes","15 to 24 years",608.3
2001,"Quebec","Labour force","Both sexes","25 to 54 years",2794.3
2001,"Quebec","Labour force","Both sexes","55 years and over",370
2001,"Quebec","Labour force","Males","15 years and over",2060.2
2001,"Quebec","Labour force","Males","15 to 24 years",324.7
2001,"Quebec","Labour force","Males","25 to 54 years",1502.9
2001,"Quebec","Labour force","Males","55 years and over",232.6
2001,"Quebec","Labour force","Females","15 years and over",1712.5
2001,"Quebec","Labour force","Females","15 to 24 years",283.6
2001,"Quebec","Labour force","Females","25 to 54 years",1291.5
2001,"Quebec","Labour force","Females","55 years and over",137.4
2001,"Quebec","Employment","Both sexes","15 years and over",3441.3
2001,"Quebec","Employment","Both sexes","15 to 24 years",525.4
2001,"Quebec","Employment","Both sexes","25 to 54 years",2576.4
2001,"Quebec","Employment","Both sexes","55 years and over",339.5
2001,"Quebec","Employment","Males","15 years and over",1874.8
2001,"Quebec","Employment","Males","15 to 24 years",275.9
2001,"Quebec","Employment","Males","25 to 54 years",1383.9
2001,"Quebec","Employment","Males","55 years and over",215
2001,"Quebec","Employment","Females","15 years and over",1566.6
2001,"Quebec","Employment","Females","15 to 24 years",249.5
2001,"Quebec","Employment","Females","25 to 54 years",1192.5
2001,"Quebec","Employment","Females","55 years and over",124.6
2001,"Quebec","Full-time employment","Both sexes","15 years and over",2849.3
2001,"Quebec","Full-time employment","Both sexes","15 to 24 years",307.8
2001,"Quebec","Full-time employment","Both sexes","25 to 54 years",2270.3
2001,"Quebec","Full-time employment","Both sexes","55 years and over",271.2
2001,"Quebec","Full-time employment","Males","15 years and over",1681.8
2001,"Quebec","Full-time employment","Males","15 to 24 years",179
2001,"Quebec","Full-time employment","Males","25 to 54 years",1315.7
2001,"Quebec","Full-time employment","Males","55 years and over",187.1
2001,"Quebec","Full-time employment","Females","15 years and over",1167.5
2001,"Quebec","Full-time employment","Females","15 to 24 years",128.9
2001,"Quebec","Full-time employment","Females","25 to 54 years",954.5
2001,"Quebec","Full-time employment","Females","55 years and over",84.1
2001,"Quebec","Part-time employment","Both sexes","15 years and over",592.1
2001,"Quebec","Part-time employment","Both sexes","15 to 24 years",217.6
2001,"Quebec","Part-time employment","Both sexes","25 to 54 years",306.1
2001,"Quebec","Part-time employment","Both sexes","55 years and over",68.4
2001,"Quebec","Part-time employment","Males","15 years and over",193
2001,"Quebec","Part-time employment","Males","15 to 24 years",96.9
2001,"Quebec","Part-time employment","Males","25 to 54 years",68.1
2001,"Quebec","Part-time employment","Males","55 years and over",27.9
2001,"Quebec","Part-time employment","Females","15 years and over",399.1
2001,"Quebec","Part-time employment","Females","15 to 24 years",120.6
2001,"Quebec","Part-time employment","Females","25 to 54 years",238
2001,"Quebec","Part-time employment","Females","55 years and over",40.5
2001,"Quebec","Unemployment","Both sexes","15 years and over",331.3
2001,"Quebec","Unemployment","Both sexes","15 to 24 years",82.9
2001,"Quebec","Unemployment","Both sexes","25 to 54 years",217.9
2001,"Quebec","Unemployment","Both sexes","55 years and over",30.5
2001,"Quebec","Unemployment","Males","15 years and over",185.5
2001,"Quebec","Unemployment","Males","15 to 24 years",48.8
2001,"Quebec","Unemployment","Males","25 to 54 years",119
2001,"Quebec","Unemployment","Males","55 years and over",17.7
2001,"Quebec","Unemployment","Females","15 years and over",145.9
2001,"Quebec","Unemployment","Females","15 to 24 years",34.1
2001,"Quebec","Unemployment","Females","25 to 54 years",98.9
2001,"Quebec","Unemployment","Females","55 years and over",12.8
2001,"Quebec","Unemployment rate","Both sexes","15 years and over",8.8
2001,"Quebec","Unemployment rate","Both sexes","15 to 24 years",13.6
2001,"Quebec","Unemployment rate","Both sexes","25 to 54 years",7.8
2001,"Quebec","Unemployment rate","Both sexes","55 years and over",8.2
2001,"Quebec","Unemployment rate","Males","15 years and over",9
2001,"Quebec","Unemployment rate","Males","15 to 24 years",15
2001,"Quebec","Unemployment rate","Males","25 to 54 years",7.9
2001,"Quebec","Unemployment rate","Males","55 years and over",7.6
2001,"Quebec","Unemployment rate","Females","15 years and over",8.5
2001,"Quebec","Unemployment rate","Females","15 to 24 years",12
2001,"Quebec","Unemployment rate","Females","25 to 54 years",7.7
2001,"Quebec","Unemployment rate","Females","55 years and over",9.3
2001,"Ontario","Labour force","Both sexes","15 years and over",6320.6
2001,"Ontario","Labour force","Both sexes","15 to 24 years",1028.5
2001,"Ontario","Labour force","Both sexes","25 to 54 years",4615.9
2001,"Ontario","Labour force","Both sexes","55 years and over",676.2
2001,"Ontario","Labour force","Males","15 years and over",3384.5
2001,"Ontario","Labour force","Males","15 to 24 years",528.6
2001,"Ontario","Labour force","Males","25 to 54 years",2460.6
2001,"Ontario","Labour force","Males","55 years and over",395.3
2001,"Ontario","Labour force","Females","15 years and over",2936
2001,"Ontario","Labour force","Females","15 to 24 years",499.9
2001,"Ontario","Labour force","Females","25 to 54 years",2155.3
2001,"Ontario","Labour force","Females","55 years and over",280.9
2001,"Ontario","Employment","Both sexes","15 years and over",5921.3
2001,"Ontario","Employment","Both sexes","15 to 24 years",899.7
2001,"Ontario","Employment","Both sexes","25 to 54 years",4374.5
2001,"Ontario","Employment","Both sexes","55 years and over",647.1
2001,"Ontario","Employment","Males","15 years and over",3166.8
2001,"Ontario","Employment","Males","15 to 24 years",454
2001,"Ontario","Employment","Males","25 to 54 years",2334
2001,"Ontario","Employment","Males","55 years and over",378.7
2001,"Ontario","Employment","Females","15 years and over",2754.5
2001,"Ontario","Employment","Females","15 to 24 years",445.7
2001,"Ontario","Employment","Females","25 to 54 years",2040.5
2001,"Ontario","Employment","Females","55 years and over",268.4
2001,"Ontario","Full-time employment","Both sexes","15 years and over",4864.9
2001,"Ontario","Full-time employment","Both sexes","15 to 24 years",474.7
2001,"Ontario","Full-time employment","Both sexes","25 to 54 years",3882
2001,"Ontario","Full-time employment","Both sexes","55 years and over",508.2
2001,"Ontario","Full-time employment","Males","15 years and over",2834.8
2001,"Ontario","Full-time employment","Males","15 to 24 years",269.1
2001,"Ontario","Full-time employment","Males","25 to 54 years",2238.4
2001,"Ontario","Full-time employment","Males","55 years and over",327.4
2001,"Ontario","Full-time employment","Females","15 years and over",2030.1
2001,"Ontario","Full-time employment","Females","15 to 24 years",205.6
2001,"Ontario","Full-time employment","Females","25 to 54 years",1643.6
2001,"Ontario","Full-time employment","Females","55 years and over",180.8
2001,"Ontario","Part-time employment","Both sexes","15 years and over",1056.4
2001,"Ontario","Part-time employment","Both sexes","15 to 24 years",425
2001,"Ontario","Part-time employment","Both sexes","25 to 54 years",492.5
2001,"Ontario","Part-time employment","Both sexes","55 years and over",138.9
2001,"Ontario","Part-time employment","Males","15 years and over",331.9
2001,"Ontario","Part-time employment","Males","15 to 24 years",185
2001,"Ontario","Part-time employment","Males","25 to 54 years",95.7
2001,"Ontario","Part-time employment","Males","55 years and over",51.3
2001,"Ontario","Part-time employment","Females","15 years and over",724.5
2001,"Ontario","Part-time employment","Females","15 to 24 years",240.1
2001,"Ontario","Part-time employment","Females","25 to 54 years",396.9
2001,"Ontario","Part-time employment","Females","55 years and over",87.6
2001,"Ontario","Unemployment","Both sexes","15 years and over",399.3
2001,"Ontario","Unemployment","Both sexes","15 to 24 years",128.7
2001,"Ontario","Unemployment","Both sexes","25 to 54 years",241.4
2001,"Ontario","Unemployment","Both sexes","55 years and over",29.1
2001,"Ontario","Unemployment","Males","15 years and over",217.8
2001,"Ontario","Unemployment","Males","15 to 24 years",74.6
2001,"Ontario","Unemployment","Males","25 to 54 years",126.6
2001,"Ontario","Unemployment","Males","55 years and over",16.6
2001,"Ontario","Unemployment","Females","15 years and over",181.5
2001,"Ontario","Unemployment","Females","15 to 24 years",54.2
2001,"Ontario","Unemployment","Females","25 to 54 years",114.8
2001,"Ontario","Unemployment","Females","55 years and over",12.5
2001,"Ontario","Unemployment rate","Both sexes","15 years and over",6.3
2001,"Ontario","Unemployment rate","Both sexes","15 to 24 years",12.5
2001,"Ontario","Unemployment rate","Both sexes","25 to 54 years",5.2
2001,"Ontario","Unemployment rate","Both sexes","55 years and over",4.3
2001,"Ontario","Unemployment rate","Males","15 years and over",6.4
2001,"Ontario","Unemployment rate","Males","15 to 24 years",14.1
2001,"Ontario","Unemployment rate","Males","25 to 54 years",5.1
2001,"Ontario","Unemployment rate","Males","55 years and over",4.2
2001,"Ontario","Unemployment rate","Females","15 years and over",6.2
2001,"Ontario","Unemployment rate","Females","15 to 24 years",10.8
2001,"Ontario","Unemployment rate","Females","25 to 54 years",5.3
2001,"Ontario","Unemployment rate","Females","55 years and over",4.4
2001,"Manitoba","Labour force","Both sexes","15 years and over",579
2001,"Manitoba","Labour force","Both sexes","15 to 24 years",106.2
2001,"Manitoba","Labour force","Both sexes","25 to 54 years",406.7
2001,"Manitoba","Labour force","Both sexes","55 years and over",66
2001,"Manitoba","Labour force","Males","15 years and over",311.7
2001,"Manitoba","Labour force","Males","15 to 24 years",55.7
2001,"Manitoba","Labour force","Males","25 to 54 years",216.8
2001,"Manitoba","Labour force","Males","55 years and over",39.2
2001,"Manitoba","Labour force","Females","15 years and over",267.3
2001,"Manitoba","Labour force","Females","15 to 24 years",50.5
2001,"Manitoba","Labour force","Females","25 to 54 years",189.9
2001,"Manitoba","Labour force","Females","55 years and over",26.9
2001,"Manitoba","Employment","Both sexes","15 years and over",549.9
2001,"Manitoba","Employment","Both sexes","15 to 24 years",95.8
2001,"Manitoba","Employment","Both sexes","25 to 54 years",390.6
2001,"Manitoba","Employment","Both sexes","55 years and over",63.5
2001,"Manitoba","Employment","Males","15 years and over",296
2001,"Manitoba","Employment","Males","15 to 24 years",49.9
2001,"Manitoba","Employment","Males","25 to 54 years",208.2
2001,"Manitoba","Employment","Males","55 years and over",37.9
2001,"Manitoba","Employment","Females","15 years and over",253.9
2001,"Manitoba","Employment","Females","15 to 24 years",45.9
2001,"Manitoba","Employment","Females","25 to 54 years",182.4
2001,"Manitoba","Employment","Females","55 years and over",25.5
2001,"Manitoba","Full-time employment","Both sexes","15 years and over",443.8
2001,"Manitoba","Full-time employment","Both sexes","15 to 24 years",55.1
2001,"Manitoba","Full-time employment","Both sexes","25 to 54 years",339.7
2001,"Manitoba","Full-time employment","Both sexes","55 years and over",48.9
2001,"Manitoba","Full-time employment","Males","15 years and over",263.5
2001,"Manitoba","Full-time employment","Males","15 to 24 years",32.1
2001,"Manitoba","Full-time employment","Males","25 to 54 years",199.2
2001,"Manitoba","Full-time employment","Males","55 years and over",32.3
2001,"Manitoba","Full-time employment","Females","15 years and over",180.3
2001,"Manitoba","Full-time employment","Females","15 to 24 years",23.1
2001,"Manitoba","Full-time employment","Females","25 to 54 years",140.6
2001,"Manitoba","Full-time employment","Females","55 years and over",16.7
2001,"Manitoba","Part-time employment","Both sexes","15 years and over",106.1
2001,"Manitoba","Part-time employment","Both sexes","15 to 24 years",40.7
2001,"Manitoba","Part-time employment","Both sexes","25 to 54 years",50.9
2001,"Manitoba","Part-time employment","Both sexes","55 years and over",14.5
2001,"Manitoba","Part-time employment","Males","15 years and over",32.5
2001,"Manitoba","Part-time employment","Males","15 to 24 years",17.9
2001,"Manitoba","Part-time employment","Males","25 to 54 years",9
2001,"Manitoba","Part-time employment","Males","55 years and over",5.6
2001,"Manitoba","Part-time employment","Females","15 years and over",73.6
2001,"Manitoba","Part-time employment","Females","15 to 24 years",22.8
2001,"Manitoba","Part-time employment","Females","25 to 54 years",41.9
2001,"Manitoba","Part-time employment","Females","55 years and over",8.9
2001,"Manitoba","Unemployment","Both sexes","15 years and over",29.1
2001,"Manitoba","Unemployment","Both sexes","15 to 24 years",10.4
2001,"Manitoba","Unemployment","Both sexes","25 to 54 years",16.1
2001,"Manitoba","Unemployment","Both sexes","55 years and over",2.6
2001,"Manitoba","Unemployment","Males","15 years and over",15.7
2001,"Manitoba","Unemployment","Males","15 to 24 years",5.8
2001,"Manitoba","Unemployment","Males","25 to 54 years",8.6
2001,"Manitoba","Unemployment","Males","55 years and over",1.2
2001,"Manitoba","Unemployment","Females","15 years and over",13.4
2001,"Manitoba","Unemployment","Females","15 to 24 years",4.6
2001,"Manitoba","Unemployment","Females","25 to 54 years",7.5
2001,"Manitoba","Unemployment","Females","55 years and over",1.3
2001,"Manitoba","Unemployment rate","Both sexes","15 years and over",5
2001,"Manitoba","Unemployment rate","Both sexes","15 to 24 years",9.8
2001,"Manitoba","Unemployment rate","Both sexes","25 to 54 years",4
2001,"Manitoba","Unemployment rate","Both sexes","55 years and over",3.9
2001,"Manitoba","Unemployment rate","Males","15 years and over",5
2001,"Manitoba","Unemployment rate","Males","15 to 24 years",10.4
2001,"Manitoba","Unemployment rate","Males","25 to 54 years",4
2001,"Manitoba","Unemployment rate","Males","55 years and over",3.1
2001,"Manitoba","Unemployment rate","Females","15 years and over",5
2001,"Manitoba","Unemployment rate","Females","15 to 24 years",9.1
2001,"Manitoba","Unemployment rate","Females","25 to 54 years",3.9
2001,"Manitoba","Unemployment rate","Females","55 years and over",4.8
2001,"Saskatchewan","Labour force","Both sexes","15 years and over",486.7
2001,"Saskatchewan","Labour force","Both sexes","15 to 24 years",89.8
2001,"Saskatchewan","Labour force","Both sexes","25 to 54 years",333.5
2001,"Saskatchewan","Labour force","Both sexes","55 years and over",63.3
2001,"Saskatchewan","Labour force","Males","15 years and over",264.6
2001,"Saskatchewan","Labour force","Males","15 to 24 years",47.7
2001,"Saskatchewan","Labour force","Males","25 to 54 years",177.7
2001,"Saskatchewan","Labour force","Males","55 years and over",39.1
2001,"Saskatchewan","Labour force","Females","15 years and over",222.1
2001,"Saskatchewan","Labour force","Females","15 to 24 years",42.1
2001,"Saskatchewan","Labour force","Females","25 to 54 years",155.8
2001,"Saskatchewan","Labour force","Females","55 years and over",24.2
2001,"Saskatchewan","Employment","Both sexes","15 years and over",458.6
2001,"Saskatchewan","Employment","Both sexes","15 to 24 years",79.5
2001,"Saskatchewan","Employment","Both sexes","25 to 54 years",317.9
2001,"Saskatchewan","Employment","Both sexes","55 years and over",61.2
2001,"Saskatchewan","Employment","Males","15 years and over",248.2
2001,"Saskatchewan","Employment","Males","15 to 24 years",41.4
2001,"Saskatchewan","Employment","Males","25 to 54 years",169.1
2001,"Saskatchewan","Employment","Males","55 years and over",37.7
2001,"Saskatchewan","Employment","Females","15 years and over",210.3
2001,"Saskatchewan","Employment","Females","15 to 24 years",38
2001,"Saskatchewan","Employment","Females","25 to 54 years",148.8
2001,"Saskatchewan","Employment","Females","55 years and over",23.5
2001,"Saskatchewan","Full-time employment","Both sexes","15 years and over",369.6
2001,"Saskatchewan","Full-time employment","Both sexes","15 to 24 years",47
2001,"Saskatchewan","Full-time employment","Both sexes","25 to 54 years",274.7
2001,"Saskatchewan","Full-time employment","Both sexes","55 years and over",47.8
2001,"Saskatchewan","Full-time employment","Males","15 years and over",222
2001,"Saskatchewan","Full-time employment","Males","15 to 24 years",27.6
2001,"Saskatchewan","Full-time employment","Males","25 to 54 years",162.2
2001,"Saskatchewan","Full-time employment","Males","55 years and over",32.2
2001,"Saskatchewan","Full-time employment","Females","15 years and over",147.5
2001,"Saskatchewan","Full-time employment","Females","15 to 24 years",19.4
2001,"Saskatchewan","Full-time employment","Females","25 to 54 years",112.6
2001,"Saskatchewan","Full-time employment","Females","55 years and over",15.5
2001,"Saskatchewan","Part-time employment","Both sexes","15 years and over",89
2001,"Saskatchewan","Part-time employment","Both sexes","15 to 24 years",32.4
2001,"Saskatchewan","Part-time employment","Both sexes","25 to 54 years",43.1
2001,"Saskatchewan","Part-time employment","Both sexes","55 years and over",13.4
2001,"Saskatchewan","Part-time employment","Males","15 years and over",26.2
2001,"Saskatchewan","Part-time employment","Males","15 to 24 years",13.8
2001,"Saskatchewan","Part-time employment","Males","25 to 54 years",6.9
2001,"Saskatchewan","Part-time employment","Males","55 years and over",5.5
2001,"Saskatchewan","Part-time employment","Females","15 years and over",62.8
2001,"Saskatchewan","Part-time employment","Females","15 to 24 years",18.6
2001,"Saskatchewan","Part-time employment","Females","25 to 54 years",36.2
2001,"Saskatchewan","Part-time employment","Females","55 years and over",8
2001,"Saskatchewan","Unemployment","Both sexes","15 years and over",28.1
2001,"Saskatchewan","Unemployment","Both sexes","15 to 24 years",10.4
2001,"Saskatchewan","Unemployment","Both sexes","25 to 54 years",15.6
2001,"Saskatchewan","Unemployment","Both sexes","55 years and over",2.1
2001,"Saskatchewan","Unemployment","Males","15 years and over",16.3
2001,"Saskatchewan","Unemployment","Males","15 to 24 years",6.3
2001,"Saskatchewan","Unemployment","Males","25 to 54 years",8.6
2001,"Saskatchewan","Unemployment","Males","55 years and over",1.4
2001,"Saskatchewan","Unemployment","Females","15 years and over",11.8
2001,"Saskatchewan","Unemployment","Females","15 to 24 years",4.1
2001,"Saskatchewan","Unemployment","Females","25 to 54 years",7
2001,"Saskatchewan","Unemployment","Females","55 years and over",0.7
2001,"Saskatchewan","Unemployment rate","Both sexes","15 years and over",5.8
2001,"Saskatchewan","Unemployment rate","Both sexes","15 to 24 years",11.6
2001,"Saskatchewan","Unemployment rate","Both sexes","25 to 54 years",4.7
2001,"Saskatchewan","Unemployment rate","Both sexes","55 years and over",3.3
2001,"Saskatchewan","Unemployment rate","Males","15 years and over",6.2
2001,"Saskatchewan","Unemployment rate","Males","15 to 24 years",13.2
2001,"Saskatchewan","Unemployment rate","Males","25 to 54 years",4.8
2001,"Saskatchewan","Unemployment rate","Males","55 years and over",3.6
2001,"Saskatchewan","Unemployment rate","Females","15 years and over",5.3
2001,"Saskatchewan","Unemployment rate","Females","15 to 24 years",9.7
2001,"Saskatchewan","Unemployment rate","Females","25 to 54 years",4.5
2001,"Saskatchewan","Unemployment rate","Females","55 years and over",2.9
2001,"Alberta","Labour force","Both sexes","15 years and over",1707.4
2001,"Alberta","Labour force","Both sexes","15 to 24 years",314.6
2001,"Alberta","Labour force","Both sexes","25 to 54 years",1215.9
2001,"Alberta","Labour force","Both sexes","55 years and over",177
2001,"Alberta","Labour force","Males","15 years and over",935.6
2001,"Alberta","Labour force","Males","15 to 24 years",167.4
2001,"Alberta","Labour force","Males","25 to 54 years",661.3
2001,"Alberta","Labour force","Males","55 years and over",106.8
2001,"Alberta","Labour force","Females","15 years and over",771.9
2001,"Alberta","Labour force","Females","15 to 24 years",147.1
2001,"Alberta","Labour force","Females","25 to 54 years",554.5
2001,"Alberta","Labour force","Females","55 years and over",70.2
2001,"Alberta","Employment","Both sexes","15 years and over",1627.4
2001,"Alberta","Employment","Both sexes","15 to 24 years",285.4
2001,"Alberta","Employment","Both sexes","25 to 54 years",1169.4
2001,"Alberta","Employment","Both sexes","55 years and over",172.6
2001,"Alberta","Employment","Males","15 years and over",890.5
2001,"Alberta","Employment","Males","15 to 24 years",149.9
2001,"Alberta","Employment","Males","25 to 54 years",636.3
2001,"Alberta","Employment","Males","55 years and over",104.3
2001,"Alberta","Employment","Females","15 years and over",736.9
