"Year","GEO","Sex","Age","Reason","VALUE"
2006,"Quebec","Males","15 years and over","Could not find full-time work",28.2
2006,"Quebec","Males","15 years and over","Going to school",99.8
2006,"Quebec","Males","15 years and over","Own illness",7.6
2006,"Quebec","Males","15 years and over","Part-time employment, all reasons",230.5
2006,"Quebec","Males","15 years and over","Personal preference",54.5
2007,"Alberta","Females","15 years and over","Business conditions",22.3
2007,"Alberta","Females","15 years and over","Caring for children",49.9
2007,"Alberta","Females","15 years and over","Could not find full-time work",4.9
2007,"Alberta","Females","15 years and over","Going to school",51.8
2007,"Alberta","Females","15 years and over","Own illness",7.3
2007,"Alberta","Females","15 years and over","Part-time employment, all reasons",219.5
2007,"Alberta","Females","15 years and over","Personal preference",70.7
2007,"Alberta","Males","15 years and over","Business conditions",11.1
2007,"Alberta","Males","15 years and over","Caring for children",NA
2007,"Alberta","Males","15 years and over","Could not find full-time work",NA
2007,"Alberta","Males","15 years and over","Going to school",44.9
2007,"Alberta","Males","15 years and over","Own illness",3.9
2007,"Alberta","Males","15 years and over","Part-time employment, all reasons",93.2
2007,"Alberta","Males","15 years and over","Personal preference",27.9
2007,"British Columbia","Females","15 years and over","Business conditions",43.3
2007,"British Columbia","Females","15 years and over","Caring for children",60
2007,"British Columbia","Females","15 years and over","Could not find full-time work",12.2
2007,"British Columbia","Females","15 years and over","Going to school",73.3
2007,"British Columbia","Females","15 years and over","Own illness",12.5
2007,"British Columbia","Females","15 years and over","Part-time employment, all reasons",312.7
2007,"British Columbia","Females","15 years and over","Personal preference",96.1
2007,"British Columbia","Males","15 years and over","Business conditions",25
2007,"British Columbia","Males","15 years and over","Caring for children",NA
2007,"British Columbia","Males","15 years and over","Could not find full-time work",6.9
2007,"British Columbia","Males","15 years and over","Going to school",55.8
2007,"British Columbia","Males","15 years and over","Own illness",6.2
2007,"British Columbia","Males","15 years and over","Part-time employment, all reasons",143.2
2007,"British Columbia","Males","15 years and over","Personal preference",44.3
2007,"Canada","Females","15 years and over","Business conditions",330.5
2007,"Canada","Females","15 years and over","Caring for children",303.8
2007,"Canada","Females","15 years and over","Could not find full-time work",117.1
2007,"Canada","Females","15 years and over","Going to school",583.9
2007,"Canada","Females","15 years and over","Own illness",72.5
2007,"Canada","Females","15 years and over","Part-time employment, all reasons",2081.2
2007,"Canada","Females","15 years and over","Personal preference",580.2
2007,"Canada","Males","15 years and over","Business conditions",175.9
2007,"Canada","Males","15 years and over","Caring for children",7.9
2007,"Canada","Males","15 years and over","Could not find full-time work",59
2007,"Canada","Males","15 years and over","Going to school",430.3
2007,"Canada","Males","15 years and over","Own illness",34.5
2007,"Canada","Males","15 years and over","Part-time employment, all reasons",995.2
2007,"Canada","Males","15 years and over","Personal preference",264.4
2007,"Ontario","Females","15 years and over","Business conditions",154.5
2007,"Ontario","Females","15 years and over","Caring for children",111.8
2007,"Ontario","Females","15 years and over","Could not find full-time work",40.2
2007,"Ontario","Females","15 years and over","Going to school",242.1
2007,"Ontario","Females","15 years and over","Own illness",25
2007,"Ontario","Females","15 years and over","Part-time employment, all reasons",804.2
2007,"Ontario","Females","15 years and over","Personal preference",195.9
2007,"Ontario","Males","15 years and over","Business conditions",81.8
2007,"Ontario","Males","15 years and over","Caring for children",3.6
2007,"Ontario","Males","15 years and over","Could not find full-time work",19.8
2007,"Ontario","Males","15 years and over","Going to school",169.7
2007,"Ontario","Males","15 years and over","Own illness",12.4
2007,"Ontario","Males","15 years and over","Part-time employment, all reasons",392.8
2007,"Ontario","Males","15 years and over","Personal preference",96.2
2007,"Quebec","Females","15 years and over","Business conditions",58.4
2007,"Quebec","Females","15 years and over","Caring for children",43.5
2007,"Quebec","Females","15 years and over","Could not find full-time work",44.6
2007,"Quebec","Females","15 years and over","Going to school",145
2007,"Quebec","Females","15 years and over","Own illness",17.1
2007,"Quebec","Females","15 years and over","Part-time employment, all reasons",472.6
2007,"Quebec","Females","15 years and over","Personal preference",145.2
2007,"Quebec","Males","15 years and over","Business conditions",35.7
2007,"Quebec","Males","15 years and over","Caring for children",NA
2007,"Quebec","Males","15 years and over","Could not find full-time work",23.7
2007,"Quebec","Males","15 years and over","Going to school",108.1
2007,"Quebec","Males","15 years and over","Own illness",7.2
2007,"Quebec","Males","15 years and over","Part-time employment, all reasons",243.4
2007,"Quebec","Males","15 years and over","Personal preference",62.3
2008,"Alberta","Females","15 years and over","Business conditions",21.5
2008,"Alberta","Females","15 years and over","Caring for children",53.6
2008,"Alberta","Females","15 years and over","Could not find full-time work",6.6
2008,"Alberta","Females","15 years and over","Going to school",59.2
2008,"Alberta","Females","15 years and over","Own illness",7.8
2008,"Alberta","Females","15 years and over","Part-time employment, all reasons",231.5
2008,"Alberta","Females","15 years and over","Personal preference",69.5
2008,"Alberta","Males","15 years and over","Business conditions",11.9
2008,"Alberta","Males","15 years and over","Caring for children",NA
2008,"Alberta","Males","15 years and over","Could not find full-time work",NA
2008,"Alberta","Males","15 years and over","Going to school",47
2008,"Alberta","Males","15 years and over","Own illness",4.8
2008,"Alberta","Males","15 years and over","Part-time employment, all reasons",97.7
2008,"Alberta","Males","15 years and over","Personal preference",27.9
2008,"British Columbia","Females","15 years and over","Business conditions",46.2
2008,"British Columbia","Females","15 years and over","Caring for children",60.2
2008,"British Columbia","Females","15 years and over","Could not find full-time work",13.9
2008,"British Columbia","Females","15 years and over","Going to school",72.3
2008,"British Columbia","Females","15 years and over","Own illness",13.6
2008,"British Columbia","Females","15 years and over","Part-time employment, all reasons",314.6
2008,"British Columbia","Females","15 years and over","Personal preference",90.5
2008,"British Columbia","Males","15 years and over","Business conditions",25.4
2008,"British Columbia","Males","15 years and over","Caring for children",2.1
2008,"British Columbia","Males","15 years and over","Could not find full-time work",6.4
2008,"British Columbia","Males","15 years and over","Going to school",54.1
2008,"British Columbia","Males","15 years and over","Own illness",7.1
2008,"British Columbia","Males","15 years and over","Part-time employment, all reasons",142.3
2008,"British Columbia","Males","15 years and over","Personal preference",43.2
2008,"Canada","Females","15 years and over","Business conditions",338.6
2008,"Canada","Females","15 years and over","Caring for children",297.2
2008,"Canada","Females","15 years and over","Could not find full-time work",126.4
2008,"Canada","Females","15 years and over","Going to school",591.3
2008,"Canada","Females","15 years and over","Own illness",76
2008,"Canada","Females","15 years and over","Part-time employment, all reasons",2135
2008,"Canada","Females","15 years and over","Personal preference",600.9
2008,"Canada","Males","15 years and over","Business conditions",189.4
2008,"Canada","Males","15 years and over","Caring for children",11.8
2008,"Canada","Males","15 years and over","Could not find full-time work",65
2008,"Canada","Males","15 years and over","Going to school",425.4
2008,"Canada","Males","15 years and over","Own illness",42
2008,"Canada","Males","15 years and over","Part-time employment, all reasons",1027.7
2008,"Canada","Males","15 years and over","Personal preference",268
2008,"Ontario","Females","15 years and over","Business conditions",160.5
2008,"Ontario","Females","15 years and over","Caring for children",106.9
2008,"Ontario","Females","15 years and over","Could not find full-time work",44.1
2008,"Ontario","Females","15 years and over","Going to school",237.8
2008,"Ontario","Females","15 years and over","Own illness",26.4
2008,"Ontario","Females","15 years and over","Part-time employment, all reasons",833.3
2008,"Ontario","Females","15 years and over","Personal preference",216.5
2008,"Ontario","Males","15 years and over","Business conditions",94.8
2008,"Ontario","Males","15 years and over","Caring for children",4.9
2008,"Ontario","Males","15 years and over","Could not find full-time work",24.6
2008,"Ontario","Males","15 years and over","Going to school",164.3
2008,"Ontario","Males","15 years and over","Own illness",16.5
2008,"Ontario","Males","15 years and over","Part-time employment, all reasons",413.3
2008,"Ontario","Males","15 years and over","Personal preference",97.8
2008,"Quebec","Females","15 years and over","Business conditions",60.6
2008,"Quebec","Females","15 years and over","Caring for children",40.2
2008,"Quebec","Females","15 years and over","Could not find full-time work",46.4
2008,"Quebec","Females","15 years and over","Going to school",151.6
2008,"Quebec","Females","15 years and over","Own illness",18.6
2008,"Quebec","Females","15 years and over","Part-time employment, all reasons",487.1
2008,"Quebec","Females","15 years and over","Personal preference",150.1
2008,"Quebec","Males","15 years and over","Business conditions",34.1
2008,"Quebec","Males","15 years and over","Caring for children",2.3
2008,"Quebec","Males","15 years and over","Could not find full-time work",24.8
2008,"Quebec","Males","15 years and over","Going to school",109.4
2008,"Quebec","Males","15 years and over","Own illness",8.6
2008,"Quebec","Males","15 years and over","Part-time employment, all reasons",249.2
2008,"Quebec","Males","15 years and over","Personal preference",63.2
2009,"Alberta","Females","15 years and over","Business conditions",34.5
2009,"Alberta","Females","15 years and over","Caring for children",48
2009,"Alberta","Females","15 years and over","Could not find full-time work",10
2009,"Alberta","Females","15 years and over","Going to school",58.3
2009,"Alberta","Females","15 years and over","Own illness",8.7
2009,"Alberta","Females","15 years and over","Part-time employment, all reasons",252.2
2009,"Alberta","Females","15 years and over","Personal preference",79.4
2009,"Alberta","Males","15 years and over","Business conditions",24.1
2009,"Alberta","Males","15 years and over","Caring for children",1.5
2009,"Alberta","Males","15 years and over","Could not find full-time work",6
2009,"Alberta","Males","15 years and over","Going to school",41.1
2009,"Alberta","Males","15 years and over","Own illness",4.3
2009,"Alberta","Males","15 years and over","Part-time employment, all reasons",110.1
2009,"Alberta","Males","15 years and over","Personal preference",30.7
2009,"British Columbia","Females","15 years and over","Business conditions",59
2009,"British Columbia","Females","15 years and over","Caring for children",56.9
2009,"British Columbia","Females","15 years and over","Could not find full-time work",20.3
2009,"British Columbia","Females","15 years and over","Going to school",70.1
2009,"British Columbia","Females","15 years and over","Own illness",11
2009,"British Columbia","Females","15 years and over","Part-time employment, all reasons",327.7
2009,"British Columbia","Females","15 years and over","Personal preference",95
2009,"British Columbia","Males","15 years and over","Business conditions",40.2
2009,"British Columbia","Males","15 years and over","Caring for children",2.2
2009,"British Columbia","Males","15 years and over","Could not find full-time work",10.7
2009,"British Columbia","Males","15 years and over","Going to school",48.8
2009,"British Columbia","Males","15 years and over","Own illness",7.1
2009,"British Columbia","Males","15 years and over","Part-time employment, all reasons",155.5
2009,"British Columbia","Males","15 years and over","Personal preference",42.1
2009,"Canada","Females","15 years and over","Business conditions",389.4
2009,"Canada","Females","15 years and over","Caring for children",276.6
2009,"Canada","Females","15 years and over","Could not find full-time work",176.8
2009,"Canada","Females","15 years and over","Going to school",563.5
2009,"Canada","Females","15 years and over","Own illness",75.3
2009,"Canada","Females","15 years and over","Part-time employment, all reasons",2180.7
2009,"Canada","Females","15 years and over","Personal preference",602.3
2009,"Canada","Males","15 years and over","Business conditions",246.9
2009,"Canada","Males","15 years and over","Caring for children",9
2009,"Canada","Males","15 years and over","Could not find full-time work",89.3
2009,"Canada","Males","15 years and over","Going to school",395.9
2009,"Canada","Males","15 years and over","Own illness",39.4
2009,"Canada","Males","15 years and over","Part-time employment, all reasons",1079.4
2009,"Canada","Males","15 years and over","Personal preference",272.1
2009,"Ontario","Females","15 years and over","Business conditions",190
2009,"Ontario","Females","15 years and over","Caring for children",96.8
2009,"Ontario","Females","15 years and over","Could not find full-time work",67.2
2009,"Ontario","Females","15 years and over","Going to school",216.6
2009,"Ontario","Females","15 years and over","Own illness",27.6
2009,"Ontario","Females","15 years and over","Part-time employment, all reasons",839.8
2009,"Ontario","Females","15 years and over","Personal preference",205.1
2009,"Ontario","Males","15 years and over","Business conditions",114.3
2009,"Ontario","Males","15 years and over","Caring for children",2.3
2009,"Ontario","Males","15 years and over","Could not find full-time work",33.7
2009,"Ontario","Males","15 years and over","Going to school",159.5
2009,"Ontario","Males","15 years and over","Own illness",15.6
2009,"Ontario","Males","15 years and over","Part-time employment, all reasons",432.8
2009,"Ontario","Males","15 years and over","Personal preference",97.8
2009,"Quebec","Females","15 years and over","Business conditions",51.9
2009,"Quebec","Females","15 years and over","Caring for children",38.9
2009,"Quebec","Females","15 years and over","Could not find full-time work",61.5
2009,"Quebec","Females","15 years and over","Going to school",151.8
2009,"Quebec","Females","15 years and over","Own illness",18
2009,"Quebec","Females","15 years and over","Part-time employment, all reasons",486
2009,"Quebec","Females","15 years and over","Personal preference",145.3
2009,"Quebec","Males","15 years and over","Business conditions",41.9
2009,"Quebec","Males","15 years and over","Caring for children",1.9
2009,"Quebec","Males","15 years and over","Could not find full-time work",31.5
2009,"Quebec","Males","15 years and over","Going to school",98.8
2009,"Quebec","Males","15 years and over","Own illness",7.4
2009,"Quebec","Males","15 years and over","Part-time employment, all reasons",254
2009,"Quebec","Males","15 years and over","Personal preference",65.3
2010,"Alberta","Females","15 years and over","Business conditions",37
2010,"Alberta","Females","15 years and over","Caring for children",51.5
2010,"Alberta","Females","15 years and over","Could not find full-time work",13.5
2010,"Alberta","Females","15 years and over","Going to school",60.2
2010,"Alberta","Females","15 years and over","Own illness",6.7
2010,"Alberta","Females","15 years and over","Part-time employment, all reasons",256.9
2010,"Alberta","Females","15 years and over","Personal preference",73.9
2010,"Alberta","Males","15 years and over","Business conditions",21.5
2010,"Alberta","Males","15 years and over","Caring for children",1.6
2010,"Alberta","Males","15 years and over","Could not find full-time work",7.4
2010,"Alberta","Males","15 years and over","Going to school",36.5
2010,"Alberta","Males","15 years and over","Own illness",4.2
2010,"Alberta","Males","15 years and over","Part-time employment, all reasons",103.4
2010,"Alberta","Males","15 years and over","Personal preference",29.5
2010,"British Columbia","Females","15 years and over","Business conditions",59.8
2010,"British Columbia","Females","15 years and over","Caring for children",59.1
2010,"British Columbia","Females","15 years and over","Could not find full-time work",23.3
2010,"British Columbia","Females","15 years and over","Going to school",70.9
2010,"British Columbia","Females","15 years and over","Own illness",11.7
2010,"British Columbia","Females","15 years and over","Part-time employment, all reasons",336.5
2010,"British Columbia","Females","15 years and over","Personal preference",94.7
2010,"British Columbia","Males","15 years and over","Business conditions",44.7
2010,"British Columbia","Males","15 years and over","Caring for children",2.3
2010,"British Columbia","Males","15 years and over","Could not find full-time work",12.7
2010,"British Columbia","Males","15 years and over","Going to school",46.1
2010,"British Columbia","Males","15 years and over","Own illness",5.5
2010,"British Columbia","Males","15 years and over","Part-time employment, all reasons",159.9
2010,"British Columbia","Males","15 years and over","Personal preference",43.9
2010,"Canada","Females","15 years and over","Business conditions",394
2010,"Canada","Females","15 years and over","Caring for children",279.1
2010,"Canada","Females","15 years and over","Could not find full-time work",202.4
2010,"Canada","Females","15 years and over","Going to school",583.1
2010,"Canada","Females","15 years and over","Own illness",72.4
2010,"Canada","Females","15 years and over","Part-time employment, all reasons",2229.6
2010,"Canada","Females","15 years and over","Personal preference",596.5
2010,"Canada","Males","15 years and over","Business conditions",236.8
2010,"Canada","Males","15 years and over","Caring for children",9.4
2010,"Canada","Males","15 years and over","Could not find full-time work",102.3
2010,"Canada","Males","15 years and over","Going to school",400
2010,"Canada","Males","15 years and over","Own illness",40.7
2010,"Canada","Males","15 years and over","Part-time employment, all reasons",1099.8
2010,"Canada","Males","15 years and over","Personal preference",280.5
2010,"Ontario","Females","15 years and over","Business conditions",203.2
2010,"Ontario","Females","15 years and over","Caring for children",93.6
2010,"Ontario","Females","15 years and over","Could not find full-time work",68.8
2010,"Ontario","Females","15 years and over","Going to school",227
2010,"Ontario","Females","15 years and over","Own illness",26.3
2010,"Ontario","Females","15 years and over","Part-time employment, all reasons",857.3
2010,"Ontario","Females","15 years and over","Personal preference",202.5
2010,"Ontario","Males","15 years and over","Business conditions",111.2
2010,"Ontario","Males","15 years and over","Caring for children",2.4
2010,"Ontario","Males","15 years and over","Could not find full-time work",36.7
2010,"Ontario","Males","15 years and over","Going to school",157.7
2010,"Ontario","Males","15 years and over","Own illness",15.7
2010,"Ontario","Males","15 years and over","Part-time employment, all reasons",429.8
2010,"Ontario","Males","15 years and over","Personal preference",93.9
2010,"Quebec","Females","15 years and over","Business conditions",39.4
2010,"Quebec","Females","15 years and over","Caring for children",41.1
2010,"Quebec","Females","15 years and over","Could not find full-time work",77.2
2010,"Quebec","Females","15 years and over","Going to school",157.5
2010,"Quebec","Females","15 years and over","Own illness",18.3
2010,"Quebec","Females","15 years and over","Part-time employment, all reasons",500.3
2010,"Quebec","Females","15 years and over","Personal preference",145.3
2010,"Quebec","Males","15 years and over","Business conditions",31.1
2010,"Quebec","Males","15 years and over","Caring for children",1.8
2010,"Quebec","Males","15 years and over","Could not find full-time work",36.9
2010,"Quebec","Males","15 years and over","Going to school",113.6
2010,"Quebec","Males","15 years and over","Own illness",9.9
2010,"Quebec","Males","15 years and over","Part-time employment, all reasons",277
2010,"Quebec","Males","15 years and over","Personal preference",76.9
2011,"Alberta","Females","15 years and over","Business conditions",34.1
2011,"Alberta","Females","15 years and over","Caring for children",48
2011,"Alberta","Females","15 years and over","Could not find full-time work",13
2011,"Alberta","Females","15 years and over","Going to school",57.8
2011,"Alberta","Females","15 years and over","Own illness",7
2011,"Alberta","Females","15 years and over","Part-time employment, all reasons",250.7
2011,"Alberta","Females","15 years and over","Personal preference",71.9
2011,"Alberta","Males","15 years and over","Business conditions",19.7
2011,"Alberta","Males","15 years and over","Caring for children",2.2
2011,"Alberta","Males","15 years and over","Could not find full-time work",7
2011,"Alberta","Males","15 years and over","Going to school",41.3
2011,"Alberta","Males","15 years and over","Own illness",3.8
2011,"Alberta","Males","15 years and over","Part-time employment, all reasons",109.9
2011,"Alberta","Males","15 years and over","Personal preference",30.7
2011,"British Columbia","Females","15 years and over","Business conditions",65.8
2011,"British Columbia","Females","15 years and over","Caring for children",56.8
2011,"British Columbia","Females","15 years and over","Could not find full-time work",24
2011,"British Columbia","Females","15 years and over","Going to school",69.4
2011,"British Columbia","Females","15 years and over","Own illness",11.3
2011,"British Columbia","Females","15 years and over","Part-time employment, all reasons",337.8
2011,"British Columbia","Females","15 years and over","Personal preference",88.5
2011,"British Columbia","Males","15 years and over","Business conditions",39.7
2011,"British Columbia","Males","15 years and over","Caring for children",2.5
2011,"British Columbia","Males","15 years and over","Could not find full-time work",13
2011,"British Columbia","Males","15 years and over","Going to school",48.9
2011,"British Columbia","Males","15 years and over","Own illness",7.3
2011,"British Columbia","Males","15 years and over","Part-time employment, all reasons",169.8
2011,"British Columbia","Males","15 years and over","Personal preference",49
2011,"Canada","Females","15 years and over","Business conditions",393.2
2011,"Canada","Females","15 years and over","Caring for children",274
2011,"Canada","Females","15 years and over","Could not find full-time work",188
2011,"Canada","Females","15 years and over","Going to school",570.9
2011,"Canada","Females","15 years and over","Own illness",72.3
2011,"Canada","Females","15 years and over","Part-time employment, all reasons",2221.8
2011,"Canada","Females","15 years and over","Personal preference",590.9
2011,"Canada","Males","15 years and over","Business conditions",231.7
2011,"Canada","Males","15 years and over","Caring for children",12
2011,"Canada","Males","15 years and over","Could not find full-time work",99.3
2011,"Canada","Males","15 years and over","Going to school",409
2011,"Canada","Males","15 years and over","Own illness",41.6
2011,"Canada","Males","15 years and over","Part-time employment, all reasons",1128.2
2011,"Canada","Males","15 years and over","Personal preference",283.2
2011,"Ontario","Females","15 years and over","Business conditions",195.7
2011,"Ontario","Females","15 years and over","Caring for children",96.9
2011,"Ontario","Females","15 years and over","Could not find full-time work",61.3
2011,"Ontario","Females","15 years and over","Going to school",217.5
2011,"Ontario","Females","15 years and over","Own illness",25.5
2011,"Ontario","Females","15 years and over","Part-time employment, all reasons",852.9
2011,"Ontario","Females","15 years and over","Personal preference",207.5
2011,"Ontario","Males","15 years and over","Business conditions",113.3
2011,"Ontario","Males","15 years and over","Caring for children",4.6
2011,"Ontario","Males","15 years and over","Could not find full-time work",31.2
2011,"Ontario","Males","15 years and over","Going to school",162.2
2011,"Ontario","Males","15 years and over","Own illness",14.8
2011,"Ontario","Males","15 years and over","Part-time employment, all reasons",443.3
2011,"Ontario","Males","15 years and over","Personal preference",99.1
2011,"Quebec","Females","15 years and over","Business conditions",40.8
2011,"Quebec","Females","15 years and over","Caring for children",37.2
2011,"Quebec","Females","15 years and over","Could not find full-time work",71.1
2011,"Quebec","Females","15 years and over","Going to school",160.8
2011,"Quebec","Females","15 years and over","Own illness",18.3
2011,"Quebec","Females","15 years and over","Part-time employment, all reasons",500.4
2011,"Quebec","Females","15 years and over","Personal preference",146.7
2011,"Quebec","Males","15 years and over","Business conditions",29.7
2011,"Quebec","Males","15 years and over","Caring for children",NA
2011,"Quebec","Males","15 years and over","Could not find full-time work",39.1
2011,"Quebec","Males","15 years and over","Going to school",111.8
2011,"Quebec","Males","15 years and over","Own illness",10.8
2011,"Quebec","Males","15 years and over","Part-time employment, all reasons",273.4
2011,"Quebec","Males","15 years and over","Personal preference",68.1
2012,"Alberta","Females","15 years and over","Business conditions",31
2012,"Alberta","Females","15 years and over","Caring for children",49.8
2012,"Alberta","Females","15 years and over","Could not find full-time work",11.5
2012,"Alberta","Females","15 years and over","Going to school",56.9
2012,"Alberta","Females","15 years and over","Own illness",7.5
2012,"Alberta","Females","15 years and over","Part-time employment, all reasons",250.4
2012,"Alberta","Females","15 years and over","Personal preference",75.8
2012,"Alberta","Males","15 years and over","Business conditions",16.4
2012,"Alberta","Males","15 years and over","Caring for children",1.5
2012,"Alberta","Males","15 years and over","Could not find full-time work",5
2012,"Alberta","Males","15 years and over","Going to school",38.9
2012,"Alberta","Males","15 years and over","Own illness",5
2012,"Alberta","Males","15 years and over","Part-time employment, all reasons",104.5
2012,"Alberta","Males","15 years and over","Personal preference",31
2012,"British Columbia","Females","15 years and over","Business conditions",66.5
2012,"British Columbia","Females","15 years and over","Caring for children",55.2
2012,"British Columbia","Females","15 years and over","Could not find full-time work",24.4
2012,"British Columbia","Females","15 years and over","Going to school",68.1
2012,"British Columbia","Females","15 years and over","Own illness",13.8
2012,"British Columbia","Females","15 years and over","Part-time employment, all reasons",337.8
2012,"British Columbia","Females","15 years and over","Personal preference",85.8
2012,"British Columbia","Males","15 years and over","Business conditions",37
2012,"British Columbia","Males","15 years and over","Caring for children",2.6
2012,"British Columbia","Males","15 years and over","Could not find full-time work",12.2
2012,"British Columbia","Males","15 years and over","Going to school",49.7
2012,"British Columbia","Males","15 years and over","Own illness",6.3
2012,"British Columbia","Males","15 years and over","Part-time employment, all reasons",162.3
2012,"British Columbia","Males","15 years and over","Personal preference",46.1
2012,"Canada","Females","15 years and over","Business conditions",414.4
2012,"Canada","Females","15 years and over","Caring for children",268.7
2012,"Canada","Females","15 years and over","Could not find full-time work",185.9
2012,"Canada","Females","15 years and over","Going to school",568
2012,"Canada","Females","15 years and over","Own illness",77.8
2012,"Canada","Females","15 years and over","Part-time employment, all reasons",2225.4
2012,"Canada","Females","15 years and over","Personal preference",580.1
2012,"Canada","Males","15 years and over","Business conditions",224.6
2012,"Canada","Males","15 years and over","Caring for children",10.8
2012,"Canada","Males","15 years and over","Could not find full-time work",90.1
2012,"Canada","Males","15 years and over","Going to school",411.4
2012,"Canada","Males","15 years and over","Own illness",41
2012,"Canada","Males","15 years and over","Part-time employment, all reasons",1108.4
2012,"Canada","Males","15 years and over","Personal preference",280.5
2012,"Ontario","Females","15 years and over","Business conditions",209.8
2012,"Ontario","Females","15 years and over","Caring for children",93.5
2012,"Ontario","Females","15 years and over","Could not find full-time work",63.7
2012,"Ontario","Females","15 years and over","Going to school",215
2012,"Ontario","Females","15 years and over","Own illness",25.7
2012,"Ontario","Females","15 years and over","Part-time employment, all reasons",853.2
2012,"Ontario","Females","15 years and over","Personal preference",201.4
2012,"Ontario","Males","15 years and over","Business conditions",111.7
2012,"Ontario","Males","15 years and over","Caring for children",3.3
2012,"Ontario","Males","15 years and over","Could not find full-time work",31.9
2012,"Ontario","Males","15 years and over","Going to school",163.2
2012,"Ontario","Males","15 years and over","Own illness",15
2012,"Ontario","Males","15 years and over","Part-time employment, all reasons",442.2
2012,"Ontario","Males","15 years and over","Personal preference",100.1
2012,"Quebec","Females","15 years and over","Business conditions",49.7
2012,"Quebec","Females","15 years and over","Caring for children",35.3
2012,"Quebec","Females","15 years and over","Could not find full-time work",67.2
2012,"Quebec","Females","15 years and over","Going to school",161.8
2012,"Quebec","Females","15 years and over","Own illness",19.1
2012,"Quebec","Females","15 years and over","Part-time employment, all reasons",503.9
2012,"Quebec","Females","15 years and over","Personal preference",142.5
2012,"Quebec","Males","15 years and over","Business conditions",31.2
2012,"Quebec","Males","15 years and over","Caring for children",1.8
2012,"Quebec","Males","15 years and over","Could not find full-time work",33
2012,"Quebec","Males","15 years and over","Going to school",113.5
2012,"Quebec","Males","15 years and over","Own illness",9.5
2012,"Quebec","Males","15 years and over","Part-time employment, all reasons",269
2012,"Quebec","Males","15 years and over","Personal preference",68.4
2013,"Alberta","Females","15 years and over","Business conditions",31.7
2013,"Alberta","Females","15 years and over","Caring for children",46
2013,"Alberta","Females","15 years and over","Could not find full-time work",9.4
2013,"Alberta","Females","15 years and over","Going to school",53.8
2013,"Alberta","Females","15 years and over","Own illness",9.5
2013,"Alberta","Females","15 years and over","Part-time employment, all reasons",241.9
2013,"Alberta","Females","15 years and over","Personal preference",75.6
2013,"Alberta","Males","15 years and over","Business conditions",18.8
2013,"Alberta","Males","15 years and over","Caring for children",NA
2013,"Alberta","Males","15 years and over","Could not find full-time work",4.4
2013,"Alberta","Males","15 years and over","Going to school",43.6
2013,"Alberta","Males","15 years and over","Own illness",5.8
2013,"Alberta","Males","15 years and over","Part-time employment, all reasons",111.7
2013,"Alberta","Males","15 years and over","Personal preference",33.2
2013,"British Columbia","Females","15 years and over","Business conditions",65.8
2013,"British Columbia","Females","15 years and over","Caring for children",58.3
2013,"British Columbia","Females","15 years and over","Could not find full-time work",21.2
2013,"British Columbia","Females","15 years and over","Going to school",67.7
2013,"British Columbia","Females","15 years and over","Own illness",15.8
2013,"British Columbia","Females","15 years and over","Part-time employment, all reasons",335.9
2013,"British Columbia","Females","15 years and over","Personal preference",84.5
2013,"British Columbia","Males","15 years and over","Business conditions",39.8
2013,"British Columbia","Males","15 years and over","Caring for children",2.5
2013,"British Columbia","Males","15 years and over","Could not find full-time work",12.2
2013,"British Columbia","Males","15 years and over","Going to school",46.4
2013,"British Columbia","Males","15 years and over","Own illness",9.3
2013,"British Columbia","Males","15 years and over","Part-time employment, all reasons",163.7
2013,"British Columbia","Males","15 years and over","Personal preference",45.3
2013,"Canada","Females","15 years and over","Business conditions",418.3
2013,"Canada","Females","15 years and over","Caring for children",263
2013,"Canada","Females","15 years and over","Could not find full-time work",185.2
2013,"Canada","Females","15 years and over","Going to school",574
2013,"Canada","Females","15 years and over","Own illness",87.5
2013,"Canada","Females","15 years and over","Part-time employment, all reasons",2256.6
2013,"Canada","Females","15 years and over","Personal preference",596.2
2013,"Canada","Males","15 years and over","Business conditions",243.4
2013,"Canada","Males","15 years and over","Caring for children",11.9
2013,"Canada","Males","15 years and over","Could not find full-time work",92.1
2013,"Canada","Males","15 years and over","Going to school",419.9
2013,"Canada","Males","15 years and over","Own illness",47.9
2013,"Canada","Males","15 years and over","Part-time employment, all reasons",1149.1
2013,"Canada","Males","15 years and over","Personal preference",287.9
2013,"Ontario","Females","15 years and over","Business conditions",210.9
2013,"Ontario","Females","15 years and over","Caring for children",90.4
2013,"Ontario","Females","15 years and over","Could not find full-time work",70
2013,"Ontario","Females","15 years and over","Going to school",221.7
2013,"Ontario","Females","15 years and over","Own illness",29
2013,"Ontario","Females","15 years and over","Part-time employment, all reasons",879.9
2013,"Ontario","Females","15 years and over","Personal preference",211.1
2013,"Ontario","Males","15 years and over","Business conditions",116.5
2013,"Ontario","Males","15 years and over","Caring for children",4
2013,"Ontario","Males","15 years and over","Could not find full-time work",33.8
2013,"Ontario","Males","15 years and over","Going to school",170.8
2013,"Ontario","Males","15 years and over","Own illness",16.9
2013,"Ontario","Males","15 years and over","Part-time employment, all reasons",463.6
2013,"Ontario","Males","15 years and over","Personal preference",105.4
2013,"Quebec","Females","15 years and over","Business conditions",51
2013,"Quebec","Females","15 years and over","Caring for children",32.8
2013,"Quebec","Females","15 years and over","Could not find full-time work",66.1
2013,"Quebec","Females","15 years and over","Going to school",163.4
