"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
1975,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",54
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",47377
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",41846
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",16953
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",2848
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",443
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",19989
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",511
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",150
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",4410
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",228
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",468
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",9
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",49
1975,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",64745
1975,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",56167
1975,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",17413
1975,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3483
1975,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",679
1975,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",25120
1975,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",585
1975,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",256
1975,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",5732
1975,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",290
1975,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",660
1975,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1975,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",60
1975,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",12580
1975,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",12552
1975,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",11880
1975,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",1108
1975,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",200
1975,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",5768
1975,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",972
1975,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",88
1975,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",1148
1975,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",80
1975,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",152
1975,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",16
1975,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",16
1975,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",1.647
1975,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",1.625
1975,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-1.423
1975,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.008
1975,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.31
1975,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-0.297
1975,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",0.485
1975,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.087
1975,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.031
1975,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",-0.265
1975,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",4.295
1975,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",1.6
1975,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-0.134
1975,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",55729
1975,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",52016
1975,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",15466
1975,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3142
1975,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",608
1975,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",23483
1975,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",499
1975,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",200
1975,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",4896
1975,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",258
1975,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",611
1975,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",11
1975,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",54
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",49844
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",43969
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",16230
1975,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",2852
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",498
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",19906
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",532
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",160
1975,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",4421
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",228
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",511
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1975,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",49
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",67056
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",53634
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",17957
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",4075
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",729
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",25084
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",563
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",304
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6015
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",264
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",634
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",60
1976,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",13356
1976,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",12096
1976,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",12360
1976,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",1412
1976,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",204
1976,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",5692
1976,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",936
1976,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",104
1976,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",1272
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",76
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",148
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",16
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",22
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",1.181
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-1.483
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",0.972
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.5
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.191
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-0.105
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.465
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.174
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.725
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",-2.168
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-2.071
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",0.025
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",2.154
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",57718
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",49670
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",15949
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3676
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",653
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",23449
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",480
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",237
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",5138
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",235
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",587
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",11
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",54
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",51622
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",41986
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",16736
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3336
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",535
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",19876
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",511
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",190
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",4640
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",208
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",489
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",49
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",72507
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",53142
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",18860
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",4124
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",755
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",24784
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",575
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",368
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6030
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",369
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",581
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",60
1976,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",14332
1976,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",12156
1976,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",13092
1976,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",1456
1976,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",212
1976,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",5652
1976,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",960
1976,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",124
1976,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",1304
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",96
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",144
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",16
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",22
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",2.752
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-0.281
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",1.587
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.045
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.083
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-0.833
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",0.246
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.24
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.045
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",8.342
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-2.011
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",0.002
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-0.061
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",62410
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",49214
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",16751
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3720
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",675
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",23169
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",490
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",287
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",5151
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",329
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",538
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",11
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",54
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",55819
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",41600
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",17579
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3376
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",553
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",19640
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",522
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",230
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",4651
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",270
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",468
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",49
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",73580
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",49210
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",18343
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",4295
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",855
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",23374
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",569
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",432
1976,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6190
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",369
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",555
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",60
1976,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",14656
1976,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",11352
1976,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",12888
1976,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",1532
1976,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",228
1976,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",5420
1976,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",960
1976,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",148
1976,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",1364
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",104
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",140
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",16
1976,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",22
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",0.515
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-2.194
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-0.875
1976,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.148
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.218
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-3.893
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.124
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.279
1976,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.418
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",2.805
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-2.119
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",-0.08
1976,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-0.073
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",63334
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",45573
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",16292
1976,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3874
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",765
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",21851
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",485
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",337
1976,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",5288
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",329
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",514
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",11
1976,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",54
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",56646
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",38523
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",17097
1976,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",3517
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",627
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",18522
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",516
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",270
1976,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",4775
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",291
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",447
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",13
1976,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",49
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",70990
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",49018
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",19434
1976,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",4467
