"Year","GEO","Industry","Measure","VALUE"
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Opening businesses",106
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Continuing businesses",1884
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Closing businesses",144
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Reopening businesses",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Entrants",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Temporary closures",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Exits",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Active businesses",1478
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Opening businesses",51
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Continuing businesses",1423
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Closing businesses",62
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Reopening businesses",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Entrants",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Temporary closures",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Exits",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Active businesses",8031
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Opening businesses",293
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Continuing businesses",7749
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Closing businesses",289
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Reopening businesses",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Entrants",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Temporary closures",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Exits",NA
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Active businesses",126045
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Opening businesses",7087
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Continuing businesses",118821
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Closing businesses",6649
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Reopening businesses",3510
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Entrants",3577
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Temporary closures",3722
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Exits",2927
2016,"British Columbia ","Business sector industries [T004]","Active businesses",142744
2016,"British Columbia ","Business sector industries [T004]","Opening businesses",7175
2016,"British Columbia ","Business sector industries [T004]","Continuing businesses",135590
2016,"British Columbia ","Business sector industries [T004]","Closing businesses",6862
2016,"British Columbia ","Business sector industries [T004]","Reopening businesses",4333
2016,"British Columbia ","Business sector industries [T004]","Entrants",2842
2016,"British Columbia ","Business sector industries [T004]","Temporary closures",4207
2016,"British Columbia ","Business sector industries [T004]","Exits",2655
2016,"British Columbia ","Forestry, fishing and hunting [11]","Active businesses",1892
2016,"British Columbia ","Forestry, fishing and hunting [11]","Opening businesses",114
2016,"British Columbia ","Forestry, fishing and hunting [11]","Continuing businesses",1775
2016,"British Columbia ","Forestry, fishing and hunting [11]","Closing businesses",102
2016,"British Columbia ","Forestry, fishing and hunting [11]","Reopening businesses",NA
2016,"British Columbia ","Forestry, fishing and hunting [11]","Entrants",NA
2016,"British Columbia ","Forestry, fishing and hunting [11]","Temporary closures",NA
2016,"British Columbia ","Forestry, fishing and hunting [11]","Exits",NA
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Active businesses",844
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Opening businesses",52
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Continuing businesses",791
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Closing businesses",54
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Reopening businesses",NA
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Entrants",NA
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Temporary closures",NA
2016,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Exits",NA
2016,"British Columbia ","Utilities [22]","Active businesses",96
2016,"British Columbia ","Utilities [22]","Opening businesses",NA
2016,"British Columbia ","Utilities [22]","Continuing businesses",NA
2016,"British Columbia ","Utilities [22]","Closing businesses",NA
2016,"British Columbia ","Utilities [22]","Reopening businesses",NA
2016,"British Columbia ","Utilities [22]","Entrants",NA
2016,"British Columbia ","Utilities [22]","Temporary closures",NA
2016,"British Columbia ","Utilities [22]","Exits",NA
2016,"British Columbia ","Construction [23]","Active businesses",18858
2016,"British Columbia ","Construction [23]","Opening businesses",1145
2016,"British Columbia ","Construction [23]","Continuing businesses",17714
2016,"British Columbia ","Construction [23]","Closing businesses",1064
2016,"British Columbia ","Construction [23]","Reopening businesses",NA
2016,"British Columbia ","Construction [23]","Entrants",NA
2016,"British Columbia ","Construction [23]","Temporary closures",NA
2016,"British Columbia ","Construction [23]","Exits",NA
2016,"British Columbia ","Manufacturing [31-33]","Active businesses",6230
2016,"British Columbia ","Manufacturing [31-33]","Opening businesses",206
2016,"British Columbia ","Manufacturing [31-33]","Continuing businesses",6027
2016,"British Columbia ","Manufacturing [31-33]","Closing businesses",210
2016,"British Columbia ","Manufacturing [31-33]","Reopening businesses",NA
2016,"British Columbia ","Manufacturing [31-33]","Entrants",NA
2016,"British Columbia ","Manufacturing [31-33]","Temporary closures",NA
2016,"British Columbia ","Manufacturing [31-33]","Exits",NA
2016,"British Columbia ","Food manufacturing [311]","Active businesses",781
2016,"British Columbia ","Food manufacturing [311]","Opening businesses",28
2016,"British Columbia ","Food manufacturing [311]","Continuing businesses",755
2016,"British Columbia ","Food manufacturing [311]","Closing businesses",26
2016,"British Columbia ","Food manufacturing [311]","Reopening businesses",NA
2016,"British Columbia ","Food manufacturing [311]","Entrants",NA
2016,"British Columbia ","Food manufacturing [311]","Temporary closures",NA
2016,"British Columbia ","Food manufacturing [311]","Exits",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Active businesses",311
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Opening businesses",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Continuing businesses",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Closing businesses",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Reopening businesses",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Entrants",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Temporary closures",NA
2016,"British Columbia ","Beverage and tobacco product manufacturing [312]","Exits",NA
2016,"British Columbia ","Wholesale trade [41]","Active businesses",6810
2016,"British Columbia ","Wholesale trade [41]","Opening businesses",207
2016,"British Columbia ","Wholesale trade [41]","Continuing businesses",6609
2016,"British Columbia ","Wholesale trade [41]","Closing businesses",224
2016,"British Columbia ","Wholesale trade [41]","Reopening businesses",NA
2016,"British Columbia ","Wholesale trade [41]","Entrants",NA
2016,"British Columbia ","Wholesale trade [41]","Temporary closures",NA
2016,"British Columbia ","Wholesale trade [41]","Exits",NA
2016,"British Columbia ","Retail trade [44-45]","Active businesses",13091
2016,"British Columbia ","Retail trade [44-45]","Opening businesses",444
2016,"British Columbia ","Retail trade [44-45]","Continuing businesses",12651
2016,"British Columbia ","Retail trade [44-45]","Closing businesses",445
2016,"British Columbia ","Retail trade [44-45]","Reopening businesses",NA
2016,"British Columbia ","Retail trade [44-45]","Entrants",NA
2016,"British Columbia ","Retail trade [44-45]","Temporary closures",NA
2016,"British Columbia ","Retail trade [44-45]","Exits",NA
2016,"British Columbia ","Transportation and warehousing [48-49]","Active businesses",6012
2016,"British Columbia ","Transportation and warehousing [48-49]","Opening businesses",313
2016,"British Columbia ","Transportation and warehousing [48-49]","Continuing businesses",5694
2016,"British Columbia ","Transportation and warehousing [48-49]","Closing businesses",299
2016,"British Columbia ","Transportation and warehousing [48-49]","Reopening businesses",NA
2016,"British Columbia ","Transportation and warehousing [48-49]","Entrants",NA
2016,"British Columbia ","Transportation and warehousing [48-49]","Temporary closures",NA
2016,"British Columbia ","Transportation and warehousing [48-49]","Exits",NA
2016,"British Columbia ","Information and cultural industries [51]","Active businesses",1886
2016,"British Columbia ","Information and cultural industries [51]","Opening businesses",104
2016,"British Columbia ","Information and cultural industries [51]","Continuing businesses",1780
2016,"British Columbia ","Information and cultural industries [51]","Closing businesses",84
2016,"British Columbia ","Information and cultural industries [51]","Reopening businesses",NA
2016,"British Columbia ","Information and cultural industries [51]","Entrants",NA
2016,"British Columbia ","Information and cultural industries [51]","Temporary closures",NA
2016,"British Columbia ","Information and cultural industries [51]","Exits",NA
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Active businesses",4775
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Opening businesses",267
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Continuing businesses",4506
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Closing businesses",277
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Reopening businesses",NA
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Entrants",NA
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Temporary closures",NA
2016,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Exits",NA
2016,"British Columbia ","Real estate and rental and leasing [53]","Active businesses",7821
2016,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",477
2016,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7313
2016,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",438
2016,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
2016,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2016,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2016,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2016,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",17645
2016,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",948
2016,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",16685
2016,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",895
2016,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2016,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2016,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2016,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",6843
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",408
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Continuing businesses",6444
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Closing businesses",328
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Reopening businesses",NA
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Entrants",NA
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Temporary closures",NA
2016,"British Columbia ","Administrative and support, waste management and remediation services [56]","Exits",NA
2016,"British Columbia ","Educational services [61]","Active businesses",1768
2016,"British Columbia ","Educational services [61]","Opening businesses",103
2016,"British Columbia ","Educational services [61]","Continuing businesses",1669
2016,"British Columbia ","Educational services [61]","Closing businesses",94
2016,"British Columbia ","Educational services [61]","Reopening businesses",NA
2016,"British Columbia ","Educational services [61]","Entrants",NA
2016,"British Columbia ","Educational services [61]","Temporary closures",NA
2016,"British Columbia ","Educational services [61]","Exits",NA
2016,"British Columbia ","Health care and social assistance [62]","Active businesses",14694
2016,"British Columbia ","Health care and social assistance [62]","Opening businesses",438
2016,"British Columbia ","Health care and social assistance [62]","Continuing businesses",14283
2016,"British Columbia ","Health care and social assistance [62]","Closing businesses",407
2016,"British Columbia ","Health care and social assistance [62]","Reopening businesses",NA
2016,"British Columbia ","Health care and social assistance [62]","Entrants",NA
2016,"British Columbia ","Health care and social assistance [62]","Temporary closures",NA
2016,"British Columbia ","Health care and social assistance [62]","Exits",NA
2016,"British Columbia ","Arts, entertainment and recreation [71]","Active businesses",2451
2016,"British Columbia ","Arts, entertainment and recreation [71]","Opening businesses",140
2016,"British Columbia ","Arts, entertainment and recreation [71]","Continuing businesses",2313
2016,"British Columbia ","Arts, entertainment and recreation [71]","Closing businesses",141
2016,"British Columbia ","Arts, entertainment and recreation [71]","Reopening businesses",NA
2016,"British Columbia ","Arts, entertainment and recreation [71]","Entrants",NA
2016,"British Columbia ","Arts, entertainment and recreation [71]","Temporary closures",NA
2016,"British Columbia ","Arts, entertainment and recreation [71]","Exits",NA
2016,"British Columbia ","Accommodation and food services [72]","Active businesses",9978
2016,"British Columbia ","Accommodation and food services [72]","Opening businesses",402
2016,"British Columbia ","Accommodation and food services [72]","Continuing businesses",9599
2016,"British Columbia ","Accommodation and food services [72]","Closing businesses",358
2016,"British Columbia ","Accommodation and food services [72]","Reopening businesses",NA
2016,"British Columbia ","Accommodation and food services [72]","Entrants",NA
2016,"British Columbia ","Accommodation and food services [72]","Temporary closures",NA
2016,"British Columbia ","Accommodation and food services [72]","Exits",NA
2016,"British Columbia ","Other services (except public administration) [81]","Active businesses",10262
2016,"British Columbia ","Other services (except public administration) [81]","Opening businesses",387
2016,"British Columbia ","Other services (except public administration) [81]","Continuing businesses",9882
2016,"British Columbia ","Other services (except public administration) [81]","Closing businesses",349
2016,"British Columbia ","Other services (except public administration) [81]","Reopening businesses",NA
2016,"British Columbia ","Other services (except public administration) [81]","Entrants",NA
2016,"British Columbia ","Other services (except public administration) [81]","Temporary closures",NA
2016,"British Columbia ","Other services (except public administration) [81]","Exits",NA
2016,"British Columbia ","Tourism industry","Active businesses",13041
2016,"British Columbia ","Tourism industry","Opening businesses",551
2016,"British Columbia ","Tourism industry","Continuing businesses",12519
2016,"British Columbia ","Tourism industry","Closing businesses",517
2016,"British Columbia ","Tourism industry","Reopening businesses",NA
2016,"British Columbia ","Tourism industry","Entrants",NA
2016,"British Columbia ","Tourism industry","Temporary closures",NA
2016,"British Columbia ","Tourism industry","Exits",NA
2016,"British Columbia ","Total tourism transportation","Active businesses",918
2016,"British Columbia ","Total tourism transportation","Opening businesses",47
2016,"British Columbia ","Total tourism transportation","Continuing businesses",864
2016,"British Columbia ","Total tourism transportation","Closing businesses",40
2016,"British Columbia ","Total tourism transportation","Reopening businesses",NA
2016,"British Columbia ","Total tourism transportation","Entrants",NA
2016,"British Columbia ","Total tourism transportation","Temporary closures",NA
2016,"British Columbia ","Total tourism transportation","Exits",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Active businesses",178
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Opening businesses",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Continuing businesses",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Closing businesses",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Reopening businesses",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Entrants",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Temporary closures",NA
2016,"British Columbia ","Air transportation (tourism) [4811, 4812]","Exits",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Active businesses",98
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Opening businesses",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Continuing businesses",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Closing businesses",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Reopening businesses",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Entrants",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Temporary closures",NA
2016,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Exits",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Active businesses",106
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Opening businesses",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Continuing businesses",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Closing businesses",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Reopening businesses",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Entrants",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Temporary closures",NA
2016,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Exits",NA
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Active businesses",537
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Opening businesses",33
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Continuing businesses",501
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Closing businesses",30
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Reopening businesses",NA
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Entrants",NA
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Temporary closures",NA
2016,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Exits",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Active businesses",635
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Opening businesses",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Continuing businesses",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Closing businesses",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Reopening businesses",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Entrants",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Temporary closures",NA
2016,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Exits",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Active businesses",1964
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Opening businesses",112
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Continuing businesses",1882
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Closing businesses",122
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Reopening businesses",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Entrants",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Temporary closures",NA
2016,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Exits",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Active businesses",1467
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Opening businesses",57
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Continuing businesses",1412
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Closing businesses",64
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Reopening businesses",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Entrants",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Temporary closures",NA
2016,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Exits",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Active businesses",8064
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Opening businesses",311
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Continuing businesses",7766
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Closing businesses",272
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Reopening businesses",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Entrants",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Temporary closures",NA
2016,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Exits",NA
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Active businesses",126258
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Opening businesses",6636
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Continuing businesses",119773
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Closing businesses",6368
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Reopening businesses",3979
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Entrants",2657
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Temporary closures",3864
2016,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Exits",2504
2017,"British Columbia ","Business sector industries [T004]","Active businesses",142943
2017,"British Columbia ","Business sector industries [T004]","Opening businesses",6744
2017,"British Columbia ","Business sector industries [T004]","Continuing businesses",135674
2017,"British Columbia ","Business sector industries [T004]","Closing businesses",6993
2017,"British Columbia ","Business sector industries [T004]","Reopening businesses",4104
2017,"British Columbia ","Business sector industries [T004]","Entrants",2640
2017,"British Columbia ","Business sector industries [T004]","Temporary closures",4454
2017,"British Columbia ","Business sector industries [T004]","Exits",2539
2017,"British Columbia ","Forestry, fishing and hunting [11]","Active businesses",1872
2017,"British Columbia ","Forestry, fishing and hunting [11]","Opening businesses",115
2017,"British Columbia ","Forestry, fishing and hunting [11]","Continuing businesses",1754
2017,"British Columbia ","Forestry, fishing and hunting [11]","Closing businesses",146
2017,"British Columbia ","Forestry, fishing and hunting [11]","Reopening businesses",NA
2017,"British Columbia ","Forestry, fishing and hunting [11]","Entrants",NA
2017,"British Columbia ","Forestry, fishing and hunting [11]","Temporary closures",NA
2017,"British Columbia ","Forestry, fishing and hunting [11]","Exits",NA
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Active businesses",856
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Opening businesses",61
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Continuing businesses",795
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Closing businesses",50
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Reopening businesses",NA
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Entrants",NA
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Temporary closures",NA
2017,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Exits",NA
2017,"British Columbia ","Utilities [22]","Active businesses",100
2017,"British Columbia ","Utilities [22]","Opening businesses",NA
2017,"British Columbia ","Utilities [22]","Continuing businesses",NA
2017,"British Columbia ","Utilities [22]","Closing businesses",NA
2017,"British Columbia ","Utilities [22]","Reopening businesses",NA
2017,"British Columbia ","Utilities [22]","Entrants",NA
2017,"British Columbia ","Utilities [22]","Temporary closures",NA
2017,"British Columbia ","Utilities [22]","Exits",NA
2017,"British Columbia ","Construction [23]","Active businesses",18868
2017,"British Columbia ","Construction [23]","Opening businesses",1106
2017,"British Columbia ","Construction [23]","Continuing businesses",17709
2017,"British Columbia ","Construction [23]","Closing businesses",1098
2017,"British Columbia ","Construction [23]","Reopening businesses",NA
2017,"British Columbia ","Construction [23]","Entrants",NA
2017,"British Columbia ","Construction [23]","Temporary closures",NA
2017,"British Columbia ","Construction [23]","Exits",NA
2017,"British Columbia ","Manufacturing [31-33]","Active businesses",6241
2017,"British Columbia ","Manufacturing [31-33]","Opening businesses",216
2017,"British Columbia ","Manufacturing [31-33]","Continuing businesses",6032
2017,"British Columbia ","Manufacturing [31-33]","Closing businesses",200
2017,"British Columbia ","Manufacturing [31-33]","Reopening businesses",NA
2017,"British Columbia ","Manufacturing [31-33]","Entrants",NA
2017,"British Columbia ","Manufacturing [31-33]","Temporary closures",NA
2017,"British Columbia ","Manufacturing [31-33]","Exits",NA
2017,"British Columbia ","Food manufacturing [311]","Active businesses",777
2017,"British Columbia ","Food manufacturing [311]","Opening businesses",26
2017,"British Columbia ","Food manufacturing [311]","Continuing businesses",754
2017,"British Columbia ","Food manufacturing [311]","Closing businesses",26
