"GEO","Funder","Performer","Science type","Prices","GR5","GR3","Maxyear"
"Canada"," provincial governments sector"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," provincial governments sector"," provincial governments sector","Total sciences","Current prices",0.283185840707965,0.163101604278075,2023
"Canada"," provincial governments sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," provincial governments sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",0.4,0.166666666666667,2023
"Canada"," provincial governments sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," provincial governments sector"," provincial research organizations sector","Total sciences","Current prices",0.4,0.166666666666667,2023
"Canada"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",0.15149664019548,0.192283364958887,2023
"Canada"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",0.0104895104895104,0.133333333333333,2023
"Canada"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," provincial governments sector"," total, all sectors","Total sciences","Current prices",0.13052522100884,0.183451279259663,2023
"Canada"," provincial research organizations sector"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," provincial research organizations sector"," provincial research organizations sector","Natural sciences and engineering","Current prices",0.5,0.5,2023
"Canada"," provincial research organizations sector"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," provincial research organizations sector"," provincial research organizations sector","Total sciences","Current prices",0.5,0.5,2023
"Canada"," provincial research organizations sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," provincial research organizations sector"," total, all sectors","Natural sciences and engineering","Current prices",0.5,0.5,2023
"Canada"," provincial research organizations sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," provincial research organizations sector"," total, all sectors","Total sciences","Current prices",0.5,0.5,2023
"Canada"," total, all sectors"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," business enterprise sector","Natural sciences and engineering","Current prices",0.385929551780401,0.220831924247548,2023
"Canada"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","Current prices",0.842105263157895,0.521739130434783,2023
"Canada"," total, all sectors"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," business enterprise sector","Total sciences","Current prices",0.386345111952822,0.221124202880189,2023
"Canada"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",0.0917132216014898,-0.0653646871263451,2023
"Canada"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",0.384615384615385,-0.0666666666666667,2023
"Canada"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," federal government sector","Total sciences","Current prices",0.115070845856591,-0.0654911838790933,2023
"Canada"," total, all sectors"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," higher education sector","Natural sciences and engineering","Current prices",0.119786657340212,0.075676129682513,2023
"Canada"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","Current prices",0.138532860649032,0.042967774169373,2023
"Canada"," total, all sectors"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," higher education sector","Total sciences","Current prices",0.124263488910957,0.0674460996919983,2023
"Canada"," total, all sectors"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," private non-profit sector","Natural sciences and engineering","Current prices",0.0287769784172662,0.00704225352112675,2023
"Canada"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","Current prices",-0.032258064516129,0.2,2023
"Canada"," total, all sectors"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," private non-profit sector","Total sciences","Current prices",0.00584795321637421,0.0299401197604789,2023
"Canada"," total, all sectors"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," provincial governments sector","Natural sciences and engineering","Current prices",0.326732673267327,0.17201166180758,2023
"Canada"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","Current prices",-0.0571428571428572,0.064516129032258,2023
"Canada"," total, all sectors"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," provincial governments sector","Total sciences","Current prices",0.283185840707965,0.163101604278075,2023
"Canada"," total, all sectors"," provincial research organizations sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," provincial research organizations sector","Natural sciences and engineering","Current prices",0.236842105263158,0.205128205128205,2023
"Canada"," total, all sectors"," provincial research organizations sector","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," provincial research organizations sector","Total sciences","Current prices",0.236842105263158,0.205128205128205,2023
"Canada"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",0.278514740853222,0.156211944552403,2023
"Canada"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",0.149682337992376,0.0395220588235294,2023
"Canada"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Canada"," total, all sectors"," total, all sectors","Total sciences","Current prices",0.265461661259591,0.144360622147714,2023
"Manitoba"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," business enterprise sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," business enterprise sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," federal government sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," federal government sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," foreign sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," foreign sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Manitoba"," higher education sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," higher education sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," higher education sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," higher education sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," higher education sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," higher education sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," higher education sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," higher education sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," higher education sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," higher education sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," private non-profit sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," private non-profit sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," provincial governments sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," provincial governments sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," provincial governments sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," provincial governments sector","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," provincial governments sector","Total sciences","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Manitoba"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Manitoba"," total, all sectors"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," business enterprise sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," federal government sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"National Capital Region, Ontario"," total, all sectors"," federal government sector","Total sciences","Current prices",NA,NA,2023
